,Drug Type,Sex,with/without?,Opioid Type,Deaths,Death Rate,Year,Population Type
1785,Psychostimulants,Male,with,any,671.0,3.1,2020,"Young Adults, 15-24 Years"
1786,Psychostimulants,Female,with,synthetic,293.0,1.4,2020,"Young Adults, 15-24 Years"
1787,Psychostimulants,Male,with,synthetic,563.0,2.6,2020,"Young Adults, 15-24 Years"
1788,Benzodiazepines,Female,overall,overall,330.0,1.6,2020,"Young Adults, 15-24 Years"
1789,Benzodiazepines,Male,overall,overall,937.0,4.3,2020,"Young Adults, 15-24 Years"
1790,Benzodiazepines,Female,with,any,292.0,1.4,2020,"Young Adults, 15-24 Years"
1791,Benzodiazepines,Male,with,any,864.0,4.0,2020,"Young Adults, 15-24 Years"
1792,Benzodiazepines,Female,with,synthetic,257.0,1.2,2020,"Young Adults, 15-24 Years"
1793,Benzodiazepines,Male,with,synthetic,750.0,3.5,2020,"Young Adults, 15-24 Years"
1794,Antidepressants,Female,overall,overall,119.0,0.6,2020,"Young Adults, 15-24 Years"
1795,Antidepressants,Male,overall,overall,144.0,0.7,2020,"Young Adults, 15-24 Years"
1796,Antidepressants,Female,with,any,53.0,0.3,2020,"Young Adults, 15-24 Years"
1797,Antidepressants,Male,with,any,96.0,0.4,2020,"Young Adults, 15-24 Years"
1798,Antidepressants,Female,with,synthetic,44.0,0.2,2020,"Young Adults, 15-24 Years"
1799,Antidepressants,Male,with,synthetic,78.0,0.4,2020,"Young Adults, 15-24 Years"
1800,Prescription opioids,Female,overall,overall,206.0,1.0,2021,"Young Adults, 15-24 Years"
1801,Prescription opioids,Male,overall,overall,449.0,2.0,2021,"Young Adults, 15-24 Years"
1802,Prescription opioids,Female,with,synthetic,136.0,0.6,2021,"Young Adults, 15-24 Years"
1803,Prescription opioids,Male,with,synthetic,278.0,1.3,2021,"Young Adults, 15-24 Years"
1804,Synthetic opioids,Female,overall,overall,1755.0,8.3,2021,"Young Adults, 15-24 Years"
1805,Synthetic opioids,Male,overall,overall,4181.0,19.0,2021,"Young Adults, 15-24 Years"
1806,Heroin,Female,overall,overall,126.0,0.6,2021,"Young Adults, 15-24 Years"
1807,Heroin,Male,overall,overall,234.0,1.1,2021,"Young Adults, 15-24 Years"
1808,Heroin,Female,with,synthetic,88.0,0.4,2021,"Young Adults, 15-24 Years"
1809,Heroin,Male,with,synthetic,157.0,0.7,2021,"Young Adults, 15-24 Years"
1810,Stimulants,Female,overall,overall,852.0,4.0,2021,"Young Adults, 15-24 Years"
1811,Stimulants,Male,overall,overall,1620.0,7.4,2021,"Young Adults, 15-24 Years"
1812,Stimulants,Female,with,any,709.0,3.4,2021,"Young Adults, 15-24 Years"
1813,Stimulants,Male,with,any,1358.0,6.2,2021,"Young Adults, 15-24 Years"
1814,Stimulants,Female,with,synthetic,660.0,3.1,2021,"Young Adults, 15-24 Years"
1815,Stimulants,Male,with,synthetic,1285.0,5.8,2021,"Young Adults, 15-24 Years"
1816,Cocaine,Female,overall,overall,384.0,1.8,2021,"Young Adults, 15-24 Years"
1817,Cocaine,Male,overall,overall,773.0,3.5,2021,"Young Adults, 15-24 Years"
1818,Cocaine,Female,with,any,345.0,1.6,2021,"Young Adults, 15-24 Years"
1819,Cocaine,Male,with,any,694.0,3.2,2021,"Young Adults, 15-24 Years"
1820,Cocaine,Female,with,synthetic,330.0,1.6,2021,"Young Adults, 15-24 Years"
1821,Cocaine,Male,with,synthetic,669.0,3.0,2021,"Young Adults, 15-24 Years"
1822,Psychostimulants,Female,overall,overall,541.0,2.6,2021,"Young Adults, 15-24 Years"
1823,Psychostimulants,Male,overall,overall,961.0,4.4,2021,"Young Adults, 15-24 Years"
1824,Psychostimulants,Female,with,any,428.0,2.0,2021,"Young Adults, 15-24 Years"
1825,Psychostimulants,Male,with,any,766.0,3.5,2021,"Young Adults, 15-24 Years"
1826,Psychostimulants,Female,with,synthetic,389.0,1.8,2021,"Young Adults, 15-24 Years"
1827,Psychostimulants,Male,with,synthetic,714.0,3.2,2021,"Young Adults, 15-24 Years"
1828,Benzodiazepines,Female,overall,overall,329.0,1.6,2021,"Young Adults, 15-24 Years"
1829,Benzodiazepines,Male,overall,overall,789.0,3.6,2021,"Young Adults, 15-24 Years"
1830,Benzodiazepines,Female,with,any,292.0,1.4,2021,"Young Adults, 15-24 Years"
1831,Benzodiazepines,Male,with,any,728.0,3.3,2021,"Young Adults, 15-24 Years"
1832,Benzodiazepines,Female,with,synthetic,272.0,1.3,2021,"Young Adults, 15-24 Years"
1833,Benzodiazepines,Male,with,synthetic,660.0,3.0,2021,"Young Adults, 15-24 Years"
1834,Antidepressants,Female,overall,overall,185.0,0.9,2021,"Young Adults, 15-24 Years"
1835,Antidepressants,Male,overall,overall,148.0,0.7,2021,"Young Adults, 15-24 Years"
1836,Antidepressants,Female,with,any,83.0,0.4,2021,"Young Adults, 15-24 Years"
1837,Antidepressants,Male,with,any,89.0,0.4,2021,"Young Adults, 15-24 Years"
1838,Antidepressants,Female,with,synthetic,72.0,0.3,2021,"Young Adults, 15-24 Years"
1839,Antidepressants,Male,with,synthetic,73.0,0.3,2021,"Young Adults, 15-24 Years"
